card,card_type,ability,part,timing,attack_side,resolution,affects_self,affects_others,conditional,limit,surge_option,effect,pipelines,notes
Jet Trooper (Elite),DC,Mobile,1,always,None,automatic,TRUE,None,None,None,FALSE,Mobile: this figure does not spend extra movement points for difficult terrain and may move through hostile figures,movement,movement keyword
Jet Trooper (Regular),DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
Jet Trooper (Regular),DC,Surge: +3 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +3 Accuracy,None,surge ability
Jet Trooper (Regular),DC,Mobile,1,always,None,automatic,TRUE,None,None,None,FALSE,Mobile: this figure does not spend extra movement points for difficult terrain and may move through hostile figures,movement,movement keyword
Jyn Erso,DC,"Surge: +1 Accuracy, +1 Damage",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Accuracy and +1 Damage,None,surge ability
Jyn Erso,DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
Jyn Odan,DC,"Surge: the target becomes Stunned, Pierce 1",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: the target becomes Stunned and Pierce 1 (applies after the attack resolves),condition,surge ability
Jyn Odan,DC,"Surge: +2 Accuracy, +2 Damage",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy and +2 Damage,None,surge ability
K-2S0,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
K-2S0,DC,"Surge: +1 Accuracy, Pierce 1",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Accuracy and Pierce 1,None,surge ability
Kanan Jarrus,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Kanan Jarrus,DC,Surge: Pierce 3,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 3,None,surge ability
Kayn Somos,DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
Kayn Somos,DC,Surge: Pierce 1,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 1,None,surge ability
Ko-Tun Feralo,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Ko-Tun Feralo,DC,Surge: +3 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +3 Accuracy,None,surge ability
Krrsantan,DC,"Surge: +2 Accuracy, Pierce 1",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy and Pierce 1,None,surge ability
Krrsantan,DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
Kuiil,DC,Surge: +2 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy,None,surge ability
Kuiil,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Kuiil,DC,Surge: the target becomes Stunned,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: the target becomes Stunned (applies after the attack resolves),condition,surge ability
Kuiil,DC,Efficient Travel,1,always,None,automatic,TRUE,None,None,None,FALSE,"Efficient Travel: while moving, you ignore additional movement-point costs for hostile figures and difficult terrain",movement,movement keyword
KX-Series Security Droid (Elite),DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
KX-Series Security Droid (Elite),DC,Surge: the target becomes Weakened,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: the target becomes Weakened (applies after the attack resolves),condition,surge ability
Lando Calrissian,DC,Surge: +2 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy,None,surge ability
Lando Calrissian,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Lando Calrissian,DC,"Surge: Pierce 1, you become Hidden",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 1 and you become Hidden (applies after the attack resolves),condition,surge ability
Leia Organa,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Leia Organa,DC,Surge: +3 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +3 Accuracy,None,surge ability
Leia Organa,DC,Surge: Recover 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Recover 2 (applies after the attack resolves),recover,surge ability
Loku Kanoloa,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Loth-cat (Elite),DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Loth-cat (Regular),DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
Luke Skywalker,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Luke Skywalker,DC,Surge: Recover 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Recover 2 (applies after the attack resolves),recover,surge ability
Luke Skywalker,DC,Surge: +2 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy,None,surge ability
Luke Skywalker (Jedi Knight),DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
Luke Skywalker (Jedi Knight),DC,Surge: Pierce 3,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 3,None,surge ability
Mak Eshka'rey,DC,Surge: Pierce 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 2,None,surge ability
Mara Jade,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Mara Jade,DC,Surge: Pierce 3,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 3,None,surge ability
Maul,DC,Surge: Pierce 3,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 3,None,surge ability
MHD-19,DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
MHD-19,DC,Surge: Recover 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Recover 2 (applies after the attack resolves),recover,surge ability
MHD-19,DC,Surge: you become Focused,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: you become Focused (applies after the attack resolves),condition,surge ability
Migs Mayfeld,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Migs Mayfeld,DC,"Surge: +1 Accuracy, +1 Damage",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Accuracy and +1 Damage,None,surge ability
Moff Gideon,DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
Moff Gideon,DC,Surge: Pierce 3,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 3,None,surge ability
Murne Rin,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Murne Rin,DC,Surge: +2 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy,None,surge ability
Murne Rin,DC,Surge: you become Hidden,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: you become Hidden (applies after the attack resolves),condition,surge ability
Nexu (Elite),DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Nexu (Elite),DC,Mobile,1,always,None,automatic,TRUE,None,None,None,FALSE,Mobile: this figure does not spend extra movement points for difficult terrain and may move through hostile figures,movement,movement keyword
Nexu (Regular),DC,Surge: Pierce 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 2,None,surge ability
Nexu (Regular),DC,Surge: Cleave 1,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Cleave 1 (applies after the attack resolves),damage,surge ability
Nexu (Regular),DC,Mobile,1,always,None,automatic,TRUE,None,None,None,FALSE,Mobile: this figure does not spend extra movement points for difficult terrain and may move through hostile figures,movement,movement keyword
Obi-Wan Kenobi,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Obi-Wan Kenobi,DC,Surge: Pierce 3,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 3,None,surge ability
Onar Koma,DC,"Surge: +2 Damage, -2 Accuracy",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage and -2 Accuracy,None,surge ability
Onar Koma,DC,"Surge: +1 Damage, -1 Accuracy",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage and -1 Accuracy,None,surge ability
Probe Droid (Elite),DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Probe Droid (Elite),DC,Surge: Recover 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Recover 2 (applies after the attack resolves),recover,surge ability
Probe Droid (Elite),DC,Surge: Pierce 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 2,None,surge ability
Probe Droid (Elite),DC,Mobile,1,always,None,automatic,TRUE,None,None,None,FALSE,Mobile: this figure does not spend extra movement points for difficult terrain and may move through hostile figures,movement,movement keyword
Probe Droid (Regular),DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
Probe Droid (Regular),DC,Surge: Recover 1,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Recover 1 (applies after the attack resolves),recover,surge ability
Probe Droid (Regular),DC,Surge: Pierce 1,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 1,None,surge ability
Probe Droid (Regular),DC,Mobile,1,always,None,automatic,TRUE,None,None,None,FALSE,Mobile: this figure does not spend extra movement points for difficult terrain and may move through hostile figures,movement,movement keyword
Purge Commander (Elite),DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
Purge Commander (Elite),DC,Surge: Pierce 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 2,None,surge ability
R2-D2,DC,Surge: Pierce 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 2,None,surge ability
R2-D2,DC,Surge: the target becomes Stunned,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: the target becomes Stunned (applies after the attack resolves),condition,surge ability
R2-D2,DC,Surge: the target becomes Weakened,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: the target becomes Weakened (applies after the attack resolves),condition,surge ability
Rancor,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Rancor,DC,Surge: Cleave 3,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Cleave 3 (applies after the attack resolves),damage,surge ability
Rancor,DC,Massive,1,always,None,automatic,TRUE,None,None,None,FALSE,"Massive: this figure moves through other figures and may end its movement on them, pushing them aside",movement,movement keyword
Rebel Pathfinder (Elite),DC,Surge: +3 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +3 Accuracy,None,surge ability
Rebel Pathfinder (Elite),DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Rebel Saboteur (Elite),DC,Surge: the target becomes Stunned,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: the target becomes Stunned (applies after the attack resolves),condition,surge ability
Rebel Saboteur (Elite),DC,Surge: Pierce 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 2,None,surge ability
Rebel Saboteur (Elite),DC,Surge: Blast 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Blast 2 (applies after the attack resolves),damage,surge ability
Rebel Saboteur (Regular),DC,Surge: Blast 1,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Blast 1 (applies after the attack resolves),damage,surge ability
Rebel Saboteur (Regular),DC,Surge: Pierce 1,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 1,None,surge ability
Rebel Saboteur (Regular),DC,Surge: the target becomes Stunned,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: the target becomes Stunned (applies after the attack resolves),condition,surge ability
Rebel Trooper (Elite),DC,"Surge: +1 Damage, Pierce 1",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage and Pierce 1,None,surge ability [CHANGED 2026-06-21 IACP update — does not match printed text]
Rebel Trooper (Elite),DC,Surge: +3 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +3 Accuracy,None,surge ability [CHANGED 2026-06-21 IACP update — does not match printed text]
Rebel Trooper (Regular),DC,Surge: Pierce 1,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 1,None,surge ability
Rebel Trooper (Regular),DC,Surge: +1 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Accuracy,None,surge ability
Riot Trooper (Elite),DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
Riot Trooper (Elite),DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Riot Trooper (Regular),DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
Royal Guard (Elite),DC,"Surge: the target becomes Stunned, gain 1 Evade token",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: the target becomes Stunned and gain 1 Evade token (applies after the attack resolves),condition,surge ability
Royal Guard (Elite),DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Royal Guard (Regular),DC,Surge: the target becomes Stunned,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: the target becomes Stunned (applies after the attack resolves),condition,surge ability
Royal Guard (Regular),DC,Surge: Pierce 1,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 1,None,surge ability
Royal Guard Champion,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Royal Guard Champion,DC,Surge: the target becomes Bleeding,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: the target becomes Bleeding (applies after the attack resolves),condition,surge ability
Royal Guard Champion,DC,Surge: Pierce 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 2,None,surge ability
Sabine Wren,DC,Surge: Pierce 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 2,None,surge ability
Sabine Wren,DC,"Surge: +1 Damage, Blast 1",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage and Blast 1 (applies after the attack resolves),damage,surge ability
Sabine Wren,DC,Mobile,1,always,None,automatic,TRUE,None,None,None,FALSE,Mobile: this figure does not spend extra movement points for difficult terrain and may move through hostile figures,movement,movement keyword
Saska Teft,DC,"Surge: +1 Damage, Pierce 1",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage and Pierce 1,None,surge ability
Saska Teft,DC,"Surge: +2 Damage, +1 Accuracy",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage and +1 Accuracy,None,surge ability
Saska Teft,DC,"Surge: the target becomes Weakened, the target becomes Stunned",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: the target becomes Weakened and the target becomes Stunned (applies after the attack resolves),condition,surge ability
Saw Gerrerra,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Saw Gerrerra,DC,Surge: you become Hidden,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: you become Hidden (applies after the attack resolves),condition,surge ability
SC2-M Repulsor Tank,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
SC2-M Repulsor Tank,DC,Surge: Blast 1,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Blast 1 (applies after the attack resolves),damage,surge ability
SC2-M Repulsor Tank,DC,Massive,1,always,None,automatic,TRUE,None,None,None,FALSE,"Massive: this figure moves through other figures and may end its movement on them, pushing them aside",movement,movement keyword
Scout Trooper (Elite),DC,Surge: +3 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +3 Accuracy,None,surge ability
Scout Trooper (Elite),DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Scout Trooper (Elite),DC,"Surge: Pierce 1, the target becomes Weakened",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 1 and the target becomes Weakened (applies after the attack resolves),condition,surge ability
Second Sister,DC,Surge: Pierce 3,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 3,None,surge ability
Second Sister,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Sentry Droid (Elite),DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
Sentry Droid (Elite),DC,Surge: Pierce 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 2,None,surge ability
Sentry Droid (Elite),DC,Surge: +2 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy,None,surge ability
Sentry Droid (Regular),DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
